"Plot","PNR_Code","Area","Transect","Treatment","latitude","longitude","Elev_ft","Elev_m","days_active","num_nonmissing_intervals","Agonoleptus_thoracicus","Agonum_ferreum","Agonum_fidele","Agonum_retractum","Amerizus_unknown","Amphasia_interstitialis","Anisodactylus_harrisii","Anisodactylus_melanopus","Anisodactylus_nigerrimus","Apenes_lucidula","Carabus_goryi","Chlaenius_emarginatus","Chlaenius_laticollis","Cyclotrachelus_convivus","Cyclotrachelus_fucatus","Cyclotrachelus_sigillatus","Cymindis_limbata","Cymindis_platicollis","Dicaelus_politus","Dicaelus_teter","Galerita_bicolor","Harpalus_spadiceus","Lophoglossus_scrutator","Myas_coracinus","Notiobia_nitidipennis","Notiophilus_aeneus","Olisthopus_parmatus","Patrobus_longicornis","Platynus_angustatus","Platynus_decentis","Platynus_hypolithos","Platynus_tenuicollis","Pseudamara_arenaria","Pterostichus_adoxus","Pterostichus_atratus","Pterostichus_coracinus","Pterostichus_corvinus","Pterostichus_diligendus","Pterostichus_hamiltoni","Pterostichus_lachrymosus","Pterostichus_melanarius","Pterostichus_moestus","Pterostichus_mutus","Pterostichus_rostratus","Pterostichus_sayanus","Pterostichus_stygicus","Pterostichus_tristis","Scaphinotus_andrewsii","Scaphinotus_imperfectus","Scaphinotus_ridingsii","Scaphinotus_viduus","Sphaeroderus_canadensis","Sphaeroderus_stenostomus","Synuchus_impunctatus","Trichotichnus_autumnalis","total_count_stdz","species_richness","shannon_diversity","mean_pairwise_distance","open_habitat_spp_stdz","eurytopic_spp_stdz","forest_specialist_spp_stdz","PC1","PC2","PC3","body_length","eye_length_standard","eye_protrusion_ratio","pronotum_width_standard","abdomen_width_standard","rear_leg_length_standard","antenna_rear_leg_ratio","rear_trochanter_length_standard","antenna_length_standard","Water_affinity","Flight_capability"
51,10,"southwest","C","Windthrow",40.14182,-79.27952,1661.58,506.45,82,6,0,0,0,0.0121951219512195,0,0,0,0,0,0,0,0.121951219512195,0,0.0121951219512195,0,0.024390243902439,0,0,0.0853658536585366,0.0975609756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121951219512195,0,0,0.0731707317073171,0,0.0121951219512195,0,0.024390243902439,0,0,0,0,0,0,0,0.0487804878048781,0.0609756097560976,0,0,0.585365853658537,12,8.99111725397418,0.190575604094375,0,0.304878048780488,0.280487804878049,0.0384195310663116,0.728024311653579,-0.451524185481985,15.5622465277778,0.046299722377491,1.10073576487369,0.26602056894476,0.355508941534032,0.76458934695514,0.615047878186802,0.106518685131926,0.471736627653453,0.635416666666667,0.239583333333333
52,11,"southwest","C","Forest",40.14174,-79.27862,1681.66,512.57,82,6,0,0,0,0,0,0,0,0,0,0,0.25609756097561,0,0,0,0,0,0,0,0.0487804878048781,0.207317073170732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731707317073171,0,0.182926829268293,0,0,0,0,0,0,0,0,0,0,0.146341463414634,0,0,0.914634146341463,6,5.29284149004781,0.132324961001718,0,0.475609756097561,0.439024390243902,0.638313317220974,1.56560174078517,-0.162907412327704,19.2164222222222,0.0451906260478917,1.1572319077074,0.264392683751525,0.358631712527335,0.783515563926127,0.600677144027731,0.093749005218339,0.471891047310315,0.68,0
53,12,"northeast","D","Salvaged",40.14405,-79.27582,1754.99,534.92,68,5,0,0,0,0,0,0,0,0,0.0147058823529412,0,0.0147058823529412,0.514705882352941,0,0,0,0.0147058823529412,0,0,0.308823529411765,0.0294117647058824,0,0,0,0,0,0,0.0294117647058824,0,0,0,0,0,0.0294117647058824,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.0147058823529412,0,0,0,0,0.0147058823529412,0.0147058823529412,0,0,1.25,12,5.00750391749392,0.175980743786982,0.0147058823529412,0.617647058823529,0.617647058823529,-0.245848575786716,0.268167839622185,-0.828297337928677,15.1312705882353,0.0511904598648173,1.07723985658671,0.265495355149598,0.348107027529917,0.776168845967402,0.616217381607174,0.118399121264834,0.477553624932833,0.605882352941176,0.458823529411765
54,13,"northeast","D","Forest",40.14358,-79.2753,1764.37,537.78,82,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365853658536585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121951219512195,0,0,0,0,0,0.0121951219512195,0,0.109756097560976,0,0.0609756097560976,0,0,0,0,0,0,0,0,0.024390243902439,0,0,0.25609756097561,6,4.46690881395418,0.105687393759016,0,0.0365853658536585,0.219512195121951,-0.246899368376703,1.32654688559869,-0.660458789526258,17.5937301587302,0.0443892958736697,1.14499303756894,0.263122079504521,0.33331815966551,0.714720097521536,0.606840915500884,0.109001712526205,0.43516237612911,0.904761904761905,0
55,14,"northeast","D","Windthrow",40.1443,-79.2763,1752.85,534.27,68,5,0,0,0,0,0,0,0,0,0,0,0.0588235294117647,0,0,0,0,0,0,0,0,0.0294117647058824,0,0,0,0,0,0.0147058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647,0,0,0,0.0588235294117647,0,0,0.0147058823529412,0,0,0,0,0,0,0,0,0.235294117647059,6,5.18735821860404,0.170122355481867,0,0.132352941176471,0.102941176470588,0.224971358800981,1.30953803244115,-0.485629363321924,18.0910416666667,0.0489279601209439,1.16997086541086,0.257042103109111,0.338430738738451,0.723049070343794,0.580221591827761,0.0958035199152977,0.420852992304801,0.625,0.0625
56,15,"northeast","D","Forest",40.14462,-79.27678,1736.15,529.18,82,6,0,0,0,0,0,0,0,0,0,0,0.0731707317073171,0,0,0,0,0,0,0,0,0.024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487804878048781,0,0.109756097560976,0,0.024390243902439,0,0,0,0,0,0,0,0.0121951219512195,0.0365853658536585,0,0,0.329268292682927,7,5.66964472452693,0.140952540970009,0,0.158536585365854,0.170731707317073,0.338757751110136,1.43732717107863,-0.370718147890942,18.7193703703704,0.0452827557377983,1.15280388808995,0.261229775660041,0.349936169254663,0.757733272416095,0.605110638026261,0.10063890322735,0.459073600437943,0.777777777777778,0
57,16,"northeast","E","Salvaged",40.1447,-79.27492,1721.98,524.86,82,6,0,0,0,0,0,0,0,0,0,0,0.0121951219512195,0.890243902439024,0,0,0,0.024390243902439,0,0,0.170731707317073,0.0731707317073171,0,0,0,0,0,0,0,0,0.0853658536585366,0,0,0,0,0.0487804878048781,0,0,0.024390243902439,0,0,0,0,0.780487804878049,0.0121951219512195,0.0365853658536585,0,0,0.0121951219512195,0,0,0,0,0.024390243902439,0.0121951219512195,0,0,2.20731707317073,14,4.88879713561536,0.180883984454007,0,0.975609756097561,1.23170731707317,-0.15145911481099,0.505617241696427,-1.01248579387378,16.3190847145488,0.0515166175922007,1.09067638692336,0.258984455219445,0.340946881161646,0.783208826707255,0.611031021501546,0.119693710339127,0.479272515116125,0.726519337016575,0.419889502762431
58,17,"northeast","E","Forest",40.14429,-79.27442,1740.52,530.51,82,6,0,0,0,0,0,0.0121951219512195,0,0,0,0,0.109756097560976,0,0,0,0,0,0,0,0,0.0121951219512195,0,0,0,0,0,0.0121951219512195,0,0,0.0121951219512195,0,0,0,0,0.0121951219512195,0,0,0,0,0,0,0,0.0121951219512195,0,0.0121951219512195,0,0,0,0,0,0,0,0,0.0731707317073171,0,0,0.268292682926829,9,5.49322865501817,0.200370229493571,0,0.195121951219512,0.0731707317073171,1.08481011473512,1.38069463432259,0.142845323650496,18.5738257575758,0.0484929064038622,1.18478741875111,0.261627485580484,0.366517550153217,0.787930827909262,0.58861288183923,0.0808396736965625,0.46611555914449,0.75,0.0909090909090909
59,18,"northeast","E","Windthrow",40.14501,-79.27535,1710.76,521.44,82,6,0,0,0,0,0,0,0,0,0,0,0.0365853658536585,0.0121951219512195,0,0,0,0,0,0,0.024390243902439,0.0365853658536585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121951219512195,0,0,0,0,0,0.024390243902439,0.0121951219512195,0.0609756097560976,0,0.024390243902439,0,0,0,0,0,0,0,0.0731707317073171,0.0853658536585366,0,0,0.402439024390244,11,8.92035384843432,0.161383547317212,0,0.170731707317073,0.231707317073171,0.462653981542289,1.08060626536194,-0.100341887917309,16.4399898989899,0.0435510425344134,1.13326103385873,0.265933025210024,0.362081915028199,0.760540488321725,0.620968433292778,0.0944411877718361,0.47363524906235,0.818181818181818,0.0454545454545455
60,19,"northeast","E","Forest",40.14566,-79.27592,1697.01,517.25,68,5,0,0,0,0,0,0,0,0,0,0,0.0147058823529412,0,0,0,0,0,0,0,0,0.0147058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294117647058824,0,0,0,0,0,0.0147058823529412,0,0.0294117647058824,0,0,0,0,0.0294117647058824,0,0,0,0,0,0.0441176470588235,0,0,0.176470588235294,7,6.44741959094125,0.144075949792943,0,0.0735294117647059,0.102941176470588,0.107372112719159,1.09004733905155,-0.282976265352302,16.6488888888889,0.0454935201043126,1.12289960516064,0.266506893012502,0.355299062716399,0.745469532849972,0.597641265294846,0.0992394558130796,0.446733259552824,0.791666666666667,0
61,20,"northeast","F","Salvaged",40.14538,-79.27411,1689.99,515.11,68,5,0,0,0,0,0,0,0,0,0.0147058823529412,0,0.0294117647058824,0,0,0,0.0147058823529412,0.0441176470588235,0,0,0,0.0441176470588235,0,0,0,0,0.0588235294117647,0,0,0,0.0441176470588235,0,0,0,0,0,0,0,0,0,0,0,0,0.132352941176471,0,0.0882352941176471,0,0,0,0,0,0,0.0147058823529412,0.0588235294117647,0.0588235294117647,0,0,0.602941176470588,12,9.85846256535543,0.212220129597822,0.0147058823529412,0.205882352941176,0.382352941176471,0.0850955008358035,0.933573278885778,-0.31550087226063,16.1906991869919,0.0454226297464299,1.11683642033766,0.265293450574306,0.355557573074639,0.740115435735619,0.608679759508272,0.101075507638352,0.453589963866332,0.817073170731707,0.121951219512195
62,21,"northeast","F","Forest",40.14497,-79.27354,1722.15,524.91,68,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132352941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147058823529412,0,0,0,0,0.0441176470588235,0.0147058823529412,0,0,0.205882352941176,4,2.69430125621825,0.0951843245654742,0,0.0147058823529412,0.191176470588235,0.537004698465751,1.18390976020343,-0.127622171310255,17.0740952380953,0.0436360434133332,1.12221236472554,0.271273605260117,0.362991104648147,0.783008373806739,0.619737637024455,0.0925124516882382,0.489023030719158,0.642857142857143,0
63,22,"northeast","F","Windthrow",40.1457,-79.27448,1665.94,507.78,82,6,0,0,0,0,0,0,0,0,0,0,0.0487804878048781,0,0,0,0.0365853658536585,0.0731707317073171,0,0,0.0121951219512195,0.0487804878048781,0,0.0121951219512195,0,0,0.0121951219512195,0,0,0,0,0,0,0,0,0.0487804878048781,0,0,0,0,0,0,0,0.109756097560976,0,0,0,0,0,0,0,0,0,0.0731707317073171,0.0853658536585366,0,0,0.560975609756098,11,9.04241894537401,0.16191245079501,0,0.219512195121951,0.341463414634146,0.0439545938538652,0.967288945016496,-0.236815157558546,16.5890144927536,0.0459088139786182,1.11266413134862,0.269495645298406,0.359469263784481,0.746449022841047,0.602913818920927,0.101497723930585,0.452001353874985,0.771739130434783,0.0217391304347826
64,23,"northeast","F","Forest",40.14631,-79.27496,1631.69,497.34,68,5,0,0,0,0,0,0,0,0,0,0,0.0147058823529412,0,0,0,0,0.102941176470588,0,0,0.0147058823529412,0.0147058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441176470588235,0.102941176470588,0,0,0.308823529411765,7,4.90524181920223,0.147725082813593,0,0.220588235294118,0.0882352941176471,0.250010301724347,1.05635326365244,0.209180033476637,15.854873015873,0.0431080980115048,1.12964871572893,0.273382596960884,0.372624478100972,0.752072012449883,0.605470263967502,0.0948599352593095,0.457573279942619,0.761904761904762,0
